uniprotcode,family_name_cache,species_name_cache,membrane_name_cache,species_id,family_id,superfamily_id,classtype_id,type_id,sequence_length,sequence_length_bin
NTPK_ENTHA,V-type and F-type ATPases,Enterococcus hirae,Gram-pos. inner,s10,f12,sf5,c1,t1,156,100-300
BACR_HALSA,Microbial and algal rhodopsins,Halobacterium salinarum,Archaebac.,s12,f13,sf6,c1,t1,262,100-300
BACH_HALSA,Microbial and algal rhodopsins,Halobacterium salinarum,Archaebac.,s12,f13,sf6,c1,t1,274,100-300
BACR1_HALEZ,Microbial and algal rhodopsins,Halobacterium sp.,Archaebac.,s13,f13,sf6,c1,t1,260,100-300
PLM_HUMAN,FXYD regulators,Homo sapiens,Eykaryo. plasma,s14,f84,sf62,c11,t1,92,0-100
AMT1_CANGA,Peptaibol,Hypocrea rufa,Secreted,s67,f90,sf44,c7,t3,265,100-300
ADIC_ECO57,Amino acid-Polyamine-Organocation (APC) family,Escherichia coli,Gram-neg. inner,s9,f281,sf64,c1,t1,445,300-500
ADT1_BOVIN,ADP/ATP carrier,Bos taurus,Mitochon. inner,s6,f29,sf21,c1,t1,298,100-300
MIP_SHEEP,Major intrinsic protein (MIP) family,Ovis aries,Eykaryo. plasma,s26,f15,sf7,c1,t1,263,100-300
AQP1_BOVIN,Major intrinsic protein (MIP) family,Bos taurus,Eykaryo. plasma,s6,f15,sf7,c1,t1,271,100-300
GLPA_HUMAN,Glycophorin,Homo sapiens,Eykaryo. plasma,s14,f33,sf25,c11,t1,150,100-300
AT2A1_RABIT,P-ATPase,Oryctolagus cuniculus,Endoplasm. reticulum,s25,f30,sf22,c1,t1,1001,1000-2000
STS_HUMAN,Sulfatase,Homo sapiens,Endoplasm. reticulum,s14,f32,sf24,c1,t1,583,500-1000
DEF3_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,94,0-100
CIRA_CHAPA,Cyclotide,Chassalia parviflora,Secreted,s49,f148,sf112,c3,t2,30,0-100
DMYC_DROME,Invertebrate and fungal defensins,Drosophila melanogaster,Secreted,s50,f72,sf58,c6,t2,70,0-100
BLC_ECOLI,"Retinol binding protein-like (n=8,S=12)",Escherichia coli,Gram-neg. outer,s9,f63,sf50,c3,t2,177,100-300
HRS_DROME,VHS domain,Drosophila melanogaster,Endosome,s50,f51,sf38,c4,t2,760,500-1000
PRND_MOUSE,Signal peptides,Mus musculus,Eykaryo. plasma,s52,f56,sf256,c7,t3,179,100-300
BDEF_TACTR,Big defensin,Tachypleus tridentatus,Secreted,s4,f378,sf54,c3,t2,117,100-300
M1_I34A1,Influenza virus matrix protein M1,Influenza A virus,Viral,s51,f55,sf42,c4,t2,252,100-300
ANXA5_RAT,Annexins,Rattus norvegicus,Eykaryo. plasma,s54,f54,sf41,c4,t2,319,300-500
BCL2_HUMAN,Bcl-2 inhibitors of programmed cell death,Homo sapiens,Mitochon. outer,s14,f53,sf40,c11,t1,239,100-300
SCX3_CENSC,Long-chain scorpion toxins,Centruroides sculpturatus,Secreted,s48,f71,sf58,c6,t2,87,0-100
3SOF5_NAJAT,Snake venom toxins,Naja atra,Secreted,s53,f66,sf53,c3,t2,83,0-100
PYRD_HUMAN,FMN-dependent dehydrogenase,Homo sapiens,Mitochon. inner,s14,f69,sf56,c11,t1,395,300-500
PTGES_HUMAN,MAPEG family,Homo sapiens,Endoplasm. reticulum,s14,f254,sf178,c1,t1,152,100-300
FA5_HUMAN,Discoidin domain,Homo sapiens,Eykaryo. plasma,s14,f58,sf46,c3,t2,2224,>2000
FAAH1_RAT,Amidase signature (AS) enzymes,Rattus norvegicus,Endoplasm. reticulum,s54,f68,sf55,c11,t1,579,500-1000
AOFB_HUMAN,Flavin containing amine oxidoreductase,Homo sapiens,Mitochon. outer,s14,f170,sf119,c11,t1,520,500-1000
SQHC_ALIAD,Terpene synthases,Alicyclobacillus acidocaldarius,Gram-pos. inner,s47,f49,sf37,c4,t2,631,500-1000
PGH2_MOUSE,Haem peroxidase,Mus musculus,Endoplasm. reticulum,s52,f48,sf36,c4,t2,604,500-1000
EPN1_RAT,ENTH domain,Rattus norvegicus,Eykaryo. plasma,s54,f50,sf38,c4,t2,575,500-1000
KPCA_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,672,500-1000
SYT1_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,421,300-500
NCF4_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,339,300-500
VPS27_YEAST,"FYVE, a phosphatidylinositol-3-phosphate binding domain",Saccharomyces cerevisiae,Vacuole,s36,f73,sf59,c3,t2,622,500-1000
KPCD_MOUSE,C1 domain,Mus musculus,Eykaryo. plasma,s52,f74,sf60,c3,t2,674,500-1000
PPLA_HUMAN,Calcium ATPase regulators,Homo sapiens,Endoplasm. reticulum,s14,f76,sf62,c11,t1,52,0-100
NHAA_ECOLI,Sodium-proton antiporter NhaA,Escherichia coli,Gram-neg. inner,s9,f81,sf106,c1,t1,388,300-500
O67854_AQUAE,Neurotransmitter: sodium symporter,Aquifex aeolicus,Gram-neg. inner,s57,f78,sf64,c1,t1,513,500-1000
BACS2_NATPH,Microbial and algal rhodopsins,Natronomonas pharaonis,Archaebac.,s23,f13,sf6,c1,t1,239,100-300
AQP1_HUMAN,Major intrinsic protein (MIP) family,Homo sapiens,Eykaryo. plasma,s14,f15,sf7,c1,t1,269,100-300
OMPT_ECOLI,"OM protease omptin, OMPT",Escherichia coli,Gram-neg. outer,s9,f36,sf27,c2,t1,317,300-500
AMT1_ARCFU,Ammonia transporter Amt,Archaeoglobus fulgidus,Archaebac.,s58,f21,sf13,c1,t1,391,300-500
BACR2_HALS2,Microbial and algal rhodopsins,Halobacterium sp.,Archaebac.,s13,f13,sf6,c1,t1,259,100-300
FPTA_PSEAE,Outer Membrane Receptor (OMR),Pseudomonas aeruginosa,Gram-neg. outer,s28,f83,sf33,c2,t1,720,500-1000
PHOE_ECOLI,General Bacterial Porin (GBP),Escherichia coli,Gram-neg. outer,s9,f42,sf31,c2,t1,351,300-500
ATPL_ALKPO,V-type and F-type ATPases,Bacillus pseudofirmus,Gram-pos. inner,s301,f12,sf5,c1,t1,69,0-100
MEL_APIME,Melittin,Apis mellifera,Secreted,s82,f323,sf151,c7,t3,70,0-100
DRS1_PHYDS,Dermaseptin,Phyllomedusa distincta,Secreted,s303,f324,sf211,c7,t3,33,0-100
KVAP_AERPE,KvAP voltage-regulated K channels,Aeropyrum pernix,Archaebac.,s1,f848,sf8,c1,t1,295,100-300
AQPM_METTM,Major intrinsic protein (MIP) family,Methanothermobacter marburgensis,Archaebac.,s59,f15,sf7,c1,t1,246,100-300
ATPL_BACP3,V-type and F-type ATPases,Bacillus sp. (strain PS3),Gram-pos. inner,s60,f12,sf5,c1,t1,72,0-100
SARCO_HUMAN,Calcium ATPase regulators,Homo sapiens,Endoplasm. reticulum,s14,f76,sf62,c11,t1,31,0-100
CORA_THEMA,CorA metal ion transporters (MIT),Thermotoga maritima,Gram-neg. inner,s61,f85,sf66,c1,t1,351,300-500
AOFA_RAT,Flavin containing amine oxidoreductase,Rattus norvegicus,Mitochon. outer,s54,f170,sf119,c11,t1,526,500-1000
CAPSD_BPFD,Major coat protein,Bacteriophage fd,Secreted,s62,f87,sf67,c11,t1,73,0-100
CAPSD_BPIF1,Major coat protein,Bacteriophage If1,Secreted,s63,f87,sf67,c11,t1,74,0-100
CAPSD_BPPF3,Major coat protein,Bacteriophage Pf3,Secreted,s64,f87,sf67,c11,t1,44,0-100
CAPSD_BPH75,Major coat protein,Bacteriophage PH75,Secreted,s65,f87,sf67,c11,t1,46,0-100
FMM1_NEIGO,Bacterial pilin,Neisseria gonorrhoeae,Gram-neg. inner,s66,f88,sf68,c11,t1,165,100-300
Q41372_SPIOL,Major intrinsic protein (MIP) family,Spinacia oleracea,Eykaryo. plasma,s37,f15,sf7,c1,t1,281,100-300
PSPC_PIG,Pulmonary surfactant-associated protein,Sus scrofa,Secreted,s56,f89,sf69,c11,t1,35,0-100
OPSD_TODPA,"G-protein coupled receptors, family A",Todarodes pacificus,Eykaryo. plasma,s248,f14,sf6,c1,t1,448,300-500
Q8WPZ6_PLAFA,Major intrinsic protein (MIP) family,Plasmodium falciparum,Eykaryo. plasma,s249,f15,sf7,c1,t1,258,100-300
OMPW_ECOLI,Outer membrane protein W (OmpW) family,Escherichia coli,Gram-neg. outer,s9,f338,sf236,c2,t1,212,100-300
AQP4_RAT,Major intrinsic protein (MIP) family,Rattus norvegicus,Eykaryo. plasma,s54,f15,sf7,c1,t1,323,300-500
CYC6_SYNEL,Cytochrome c,Thermosynechococcus elongatus,Thylakoid,s41,f92,sf71,c4,t2,87,0-100
CYC6_LIMMA,Cytochrome c,Arthrospira maxima,Thylakoid,s85,f92,sf71,c4,t2,89,0-100
CYC6_CLAGO,Cytochrome c,Cladophora glomerata,Thylakoid,s115,f92,sf71,c4,t2,91,0-100
CY552_NITEU,Cytochrome c,Nitrosomonas europaea,Gram-neg. inner,s176,f92,sf71,c4,t2,103,100-300
CYC_HORSE,Cytochrome c,Equus caballus,Mitochon. inner,s142,f92,sf71,c4,t2,105,100-300
CYC2_BLAVI,Cytochrome c,Rhodopseudomonas viridis,Gram-neg. inner,s34,f92,sf71,c4,t2,127,100-300
O52685_SHEPU,Cytochrome c,Shewanella putrefaciens,Gram-neg. inner,s201,f92,sf71,c4,t2,99,0-100
CY551_STUST,Cytochrome c,Pseudomonas stutzeri,Gram-neg. inner,s190,f92,sf71,c4,t2,104,100-300
CY551_PSEAE,Cytochrome c,Pseudomonas aeruginosa,Gram-neg. inner,s28,f92,sf71,c4,t2,104,100-300
CYC4_STUST,Cytochrome c,Pseudomonas stutzeri,Gram-neg. inner,s190,f92,sf71,c4,t2,210,100-300
O31117_BORBG,Outer surface protein C,Borrelia burgdorferi,Gram-neg. outer,s93,f95,sf73,c4,t2,192,100-300
MIH_PENJP,Crustacean CHH/MIH/GIH neurohormone,Marsupenaeus japonicus,Secreted,s168,f97,sf75,c4,t2,105,100-300
Q86FL8_CAEEL,Saposin,Caenorhabditis elegans,Secreted,s236,f98,sf76,c4,t2,103,100-300
NKL_PIG,Saposin,Sus scrofa,Secreted,s56,f98,sf76,c4,t2,129,100-300
Q47765_ENTFL,Bacteriocin IId,Enterococcus faecalis,Secreted,s141,f101,sf77,c4,t2,105,100-300
ANXA1_PIG,Annexins,Sus scrofa,Vesicle,s56,f54,sf41,c4,t2,346,300-500
ANXA2_HUMAN,Annexins,Homo sapiens,Eykaryo. plasma,s14,f54,sf41,c4,t2,339,300-500
ANXA3_HUMAN,Annexins,Homo sapiens,Eykaryo. plasma,s14,f54,sf41,c4,t2,323,300-500
ANXA4_BOVIN,Annexins,Bos taurus,Eykaryo. plasma,s6,f54,sf41,c4,t2,319,300-500
ANXA5_HUMAN,Annexins,Homo sapiens,Eykaryo. plasma,s14,f54,sf41,c4,t2,320,300-500
ANXA5_CHICK,Annexins,Gallus gallus,Eykaryo. plasma,s11,f54,sf41,c4,t2,321,300-500
ANXA6_HUMAN,Annexins,Homo sapiens,Eykaryo. plasma,s14,f54,sf41,c4,t2,673,500-1000
ANXA8_HUMAN,Annexins,Homo sapiens,Eykaryo. plasma,s14,f54,sf41,c4,t2,327,300-500
ANX12_HYDVU,Annexins,Hydra vulgaris,Eykaryo. plasma,s159,f54,sf41,c4,t2,316,300-500
Q42657_CAPAN,Annexins,Capsicum annuum,Eykaryo. plasma,s111,f54,sf41,c4,t2,314,300-500
ANX1_GOSHI,Annexins,Gossypium hirsutum,Eykaryo. plasma,s147,f54,sf41,c4,t2,315,300-500
PGH1_SHEEP,Haem peroxidase,Ovis aries,Endoplasm. reticulum,s26,f48,sf36,c4,t2,600,500-1000
LSS_HUMAN,Terpene synthases,Homo sapiens,Endoplasm. reticulum,s14,f49,sf37,c4,t2,732,500-1000
CP2C5_RABIT,Cytochrome P450,Oryctolagus cuniculus,Endoplasm. reticulum,s25,f52,sf39,c11,t1,487,300-500
CP2B4_RABIT,Cytochrome P450,Oryctolagus cuniculus,Endoplasm. reticulum,s25,f52,sf39,c11,t1,491,300-500
CP2C8_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,490,300-500
CP2C9_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,490,300-500
CP3A4_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,503,500-1000
CP2A6_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,494,300-500
SEC17_YEAST,SNAP family,Saccharomyces cerevisiae,Vacuole,s36,f472,sf79,c4,t2,292,100-300
Q9U7C3_9TRYP,Tetratricopeptide repeat,Trypanosoma brucei,Peroxisome,s219,f533,sf79,c4,t2,655,500-1000
ANN2_AREMA,Antimicrobial beta-hairpin peptides from coastal annelids,Arenicola marina,Secreted,s278,f294,sf203,c9,t3,202,100-300
FIS1_HUMAN,Mitochondria fission protein,Homo sapiens,Mitochon. outer,s14,f134,sf169,c11,t1,152,100-300
LOX15_RABIT,Lipoxygenases,Oryctolagus cuniculus,Eykaryo. plasma,s25,f104,sf80,c4,t2,663,500-1000
CEL_HUMAN,Acetylcholinesterase-like,Homo sapiens,Secreted,s14,f178,sf127,c5,t2,753,500-1000
Q9X4B7_ECOLX,OMA polysaccharide transporter,Escherichia coli,Gram-neg. outer,s9,f239,sf167,c11,t1,379,300-500
PHLC1_CLOPE,Zinc dependent phospholipase C,Clostridium perfringens,Secreted,s118,f105,sf81,c4,t2,398,300-500
PA2A1_NAJAT,Vertebrate secretory phospholipase A2,Naja atra,Secreted,s53,f107,sf82,c4,t2,146,100-300
PA2A2_OPHHA,Vertebrate secretory phospholipase A2,Ophiophagus hannah,Secreted,s179,f107,sf82,c4,t2,146,100-300
PA2A_CROAT,Vertebrate secretory phospholipase A2,Crotalus atrox,Secreted,s127,f107,sf82,c4,t2,138,100-300
PA2A_GLOHA,Vertebrate secretory phospholipase A2,Gloydius halys,Secreted,s77,f107,sf82,c4,t2,124,100-300
PA2BB_GLOHA,Vertebrate secretory phospholipase A2,Gloydius halys,Secreted,s77,f107,sf82,c4,t2,138,100-300
PA2N_GLOHA,Vertebrate secretory phospholipase A2,Gloydius halys,Secreted,s77,f107,sf82,c4,t2,122,100-300
PA2B1_AGKPI,Vertebrate secretory phospholipase A2,Agkistridon piscivorus,Secreted,s74,f107,sf82,c4,t2,123,100-300
PA2H1_AGKCL,Vertebrate secretory phospholipase A2,Agkistrodon contortrix laticinctus,Secreted,s76,f107,sf82,c4,t2,137,100-300
PA2B_NOTSC,Vertebrate secretory phospholipase A2,Notechis scutatus scutatus,Secreted,s344,f107,sf82,c4,t2,119,100-300
PA2B_DABRR,Vertebrate secretory phospholipase A2,Daboia russelli,Secreted,s128,f107,sf82,c4,t2,121,100-300
PA2A1_ECHCA,Vertebrate secretory phospholipase A2,Echis carinatus,Secreted,s135,f107,sf82,c4,t2,136,100-300
PA2B5_BUNCE,Vertebrate secretory phospholipase A2,Bungarus caeruleus,Secreted,s100,f107,sf82,c4,t2,137,100-300
PA2B3_BUNCE,Vertebrate secretory phospholipase A2,Bungarus caeruleus,Secreted,s100,f107,sf82,c4,t2,137,100-300
PA2A1_BUNCE,Vertebrate secretory phospholipase A2,Bungarus caeruleus,Secreted,s100,f107,sf82,c4,t2,137,100-300
PA2H_DEIAC,Vertebrate secretory phospholipase A2,Agkistrodon acutus,Secreted,s75,f107,sf82,c4,t2,138,100-300
PA2A_BOTJR,Vertebrate secretory phospholipase A2,Bothrops jararacussu,Secreted,s95,f107,sf82,c4,t2,138,100-300
PA2H2_CERGO,Vertebrate secretory phospholipase A2,Bothrops godmani,Secreted,s94,f107,sf82,c4,t2,121,100-300
PA2H3_BOTPI,Vertebrate secretory phospholipase A2,Bothrops pirajai,Secreted,s97,f107,sf82,c4,t2,120,100-300
PA2H2_BOTMO,Vertebrate secretory phospholipase A2,Bothrops moojeni,Secreted,s96,f107,sf82,c4,t2,122,100-300
PA2B8_DABRR,Vertebrate secretory phospholipase A2,Daboia russelli,Secreted,s128,f107,sf82,c4,t2,121,100-300
PA2GA_HUMAN,Vertebrate secretory phospholipase A2,Homo sapiens,Secreted,s14,f107,sf82,c4,t2,144,100-300
PA21B_BOVIN,Vertebrate secretory phospholipase A2,Bos taurus,Secreted,s6,f107,sf82,c4,t2,145,100-300
PA21B_PIG,Vertebrate secretory phospholipase A2,Sus scrofa,Secreted,s56,f107,sf82,c4,t2,146,100-300
PA2GX_HUMAN,Vertebrate secretory phospholipase A2,Homo sapiens,Secreted,s14,f107,sf82,c4,t2,165,100-300
PA2_APIME,Insect secretory phospholipase A2,Apis mellifera,Secreted,s82,f108,sf82,c4,t2,167,100-300
Q6UV28_STRVN,Prokaryotic and fungi phospholipase A2,Streptomyces violaceoruber,Secreted,s211,f109,sf82,c4,t2,150,100-300
GLTP_BOVIN,Glycolipid transfer protein,Bos taurus,Eykaryo. plasma,s6,f111,sf84,c4,t2,209,100-300
CEA_ECOLX,Colicin pore forming domain,Escherichia coli,Secreted,s9,f112,sf85,c4,t2,204,100-300
CR3BB_BACTU,delta-Endotoxin,Bacillus thuringiensis,Secreted,s90,f114,sf87,c4,t2,652,500-1000
CR2AA_BACTK,delta-Endotoxin,Bacillus thuringiensis,Secreted,s90,f114,sf87,c4,t2,633,500-1000
PAP4_PARMA,Pardaxin,Pardachirus marmoratus,Secreted,s296,f311,sf208,c7,t3,33,0-100
HSTI_ECOLX,Heat-stable enterotoxin B,Escherichia coli,Secreted,s9,f115,sf88,c4,t2,71,0-100
THRB_BOVIN,GLA-domain,Bos taurus,Eykaryo. plasma,s6,f116,sf89,c4,t2,625,500-1000
FA9_PIG,GLA-domain,Sus scrofa,Eykaryo. plasma,s56,f116,sf89,c4,t2,409,300-500
FUS_PIV5,Juxtamembrane peptides of viral envelope glycoproteins,Simian virus 5,Viral,s202,f439,sf277,c7,t3,529,500-1000
RET2_RAT,Fatty acid binding protein-like (n=10),Rattus norvegicus,Eykaryo. plasma,s54,f137,sf50,c3,t2,134,100-300
LCN5_RAT,"Retinol binding protein-like (n=8,S=12)",Rattus norvegicus,Secreted,s54,f63,sf50,c3,t2,188,100-300
CO8G_HUMAN,"Retinol binding protein-like (n=8,S=12)",Homo sapiens,Secreted,s14,f63,sf50,c3,t2,202,100-300
AGRIN_CHICK,Toxin-antitoxin module,Staphylococcus aureus,Secreted,s38,f568,sf328,c7,t3,2081,>2000
PTGDS_HUMAN,Fatty acid binding protein-like (n=10),Homo sapiens,Endoplasm. reticulum,s14,f137,sf50,c3,t2,190,100-300
NPC2_BOVIN,ML domain,Bos taurus,Secreted,s6,f119,sf91,c3,t2,149,100-300
AMCY_PARDE,Plastocyanin/azurin-like,Paracoccus denitrificans,Gram-neg. inner,s27,f123,sf93,c3,t2,131,100-300
AMCY_PARVE,Plastocyanin/azurin-like,Paracoccus versutus,Gram-neg. inner,s214,f123,sf93,c3,t2,132,100-300
PLAS_PHAVU,Plastocyanin/azurin-like,Phaseolus vulgaris,Thylakoid,s184,f123,sf93,c3,t2,99,0-100
PLAS_CHLRE,Plastocyanin/azurin-like,Chlamydomonas reinhardtii,Thylakoid,s7,f123,sf93,c3,t2,145,100-300
PLAS_SYNE7,Plastocyanin/azurin-like,Synechocystis sp.,Thylakoid,s212,f123,sf93,c3,t2,125,100-300
PLAS_PROHO,Plastocyanin/azurin-like,Prochlorothrix hollandica,Thylakoid,s188,f123,sf93,c3,t2,131,100-300
AZUP_METEA,Plastocyanin/azurin-like,Methylorubrum extorquens,Gram-neg. inner,s169,f123,sf93,c3,t2,148,100-300
O82080_SPIOL,Plastocyanin/azurin-like,Spinacia oleracea,Thylakoid,s37,f123,sf93,c3,t2,121,100-300
AZUR1_ALCXX,Plastocyanin/azurin-like,Alcaligenes xylosoxidans,Gram-neg. inner,s79,f123,sf93,c3,t2,129,100-300
AZUR2_METJ,Plastocyanin/azurin-like,Methylomonas sp.,Gram-neg. inner,s170,f123,sf93,c3,t2,129,100-300
KPCE_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,737,500-1000
SYT3_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,588,500-1000
SYT4_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,425,300-500
KPCB_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,671,500-1000
RIMS2_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,1555,1000-2000
LIPP_HORSE,Pancreatic lipase-related,Equus caballus,Secreted,s142,f185,sf127,c5,t2,461,300-500
Q8GCY3_CLOSR,Zinc dependent phospholipase C,Clostridium absonum,Secreted,s116,f105,sf81,c4,t2,398,300-500
FA5_BOVIN,Discoidin domain,Bos taurus,Eykaryo. plasma,s6,f58,sf46,c3,t2,2211,>2000
FA8_HUMAN,Discoidin domain,Homo sapiens,Eykaryo. plasma,s14,f58,sf46,c3,t2,2351,>2000
